"","gene","cluster_id","logFC","AveExpr","t","p_val","p_adj.loc","p_adj.glb","B","contrast"
"CB Granule Glut.1445","Arhgef26","CB Granule Glut",-0.115013826479643,1.70931113355871,-0.648916173579983,0.547856409567892,0.979232773879624,0.988691017535907,-6.30128401118258,"Fentanyl-Saline"
"CB Granule Glut.1446","Egf","CB Granule Glut",-0.0744571703293597,3.84228214920837,-0.545059551169827,0.61146673007525,0.979232773879624,0.988691017535907,-6.36988138993931,"Fentanyl-Saline"
"CB Granule Glut.1447","Pkia","CB Granule Glut",0.122063364213397,4.99850410401961,0.731063765062499,0.500792475745939,0.978069826336838,0.988691017535907,-6.24009312797214,"Fentanyl-Saline"
"CB Granule Glut.1448","Ccdc125","CB Granule Glut",-0.212128025194604,3.98332570986283,-1.32220044961476,0.248953919709672,0.911614710549348,0.964720834969761,-5.66108734759609,"Fentanyl-Saline"
"CB Granule Glut.1449","Ns5atp4","CB Granule Glut",0.0497860975067681,6.12766950698864,0.421778357017607,0.692456333486473,0.989398423668574,0.993965260355923,-6.43753785059909,"Fentanyl-Saline"
"CB Granule Glut.1450","Pld1","CB Granule Glut",-1.72948174492428,1.53328713232133,-4.4855412654451,0.00820899804503604,0.531313640033648,0.860317936683335,-2.09829440382169,"Fentanyl-Saline"
"CB Granule Glut.1451","Cdk7","CB Granule Glut",0.134473612061298,5.08362634799629,0.738862311416622,0.496478578509238,0.977589196885144,0.988691017535907,-6.23398362930008,"Fentanyl-Saline"
"CB Granule Glut.1452","Ciart","CB Granule Glut",-0.466051696159273,3.52634751462831,-2.70788172516198,0.0470277907365019,0.781771563228669,0.930370242850555,-3.97007467118182,"Fentanyl-Saline"
"CB Granule Glut.1453","Mrps28","CB Granule Glut",-0.021037527273295,7.17883750727033,-0.156148944492077,0.882636028644813,0.997217279785901,0.997577148181987,-6.52730172766644,"Fentanyl-Saline"
"CB Granule Glut.1454","Setd7","CB Granule Glut",0.0372783010163458,6.95830344993785,0.284264156919895,0.788744530929674,0.994508881228013,0.995859581115057,-6.4939550805247,"Fentanyl-Saline"
